nifi1_component,nifi2_equivalent,status,property_changes,recommended_config,examples,source_doc
HBase_2_ClientService,HBase_2_ClientService,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para proporcionar un cliente para HBase 2.x se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Si se utiliza Kerberos, se deberán crear nuevos Controller Services de Kerberos User Service. Es crucial asegurar que el servicio sea compatible con Java 21 y la versión de HBase utilizada. Se deben revisar las ubicaciones de los archivos NAR."
HBase_2_RecordLookupService,HBase_2_RecordLookupService,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para buscar registros en HBase se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que el `HBase_2_ClientService` asociado sea compatible con Java 21 y la versión de HBase utilizada, y que los Record Readers y Writers configurados sean compatibles."
HikariCPConnectionPool,HikariCPConnectionPool,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para el pool de conexiones a bases de datos se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las propiedades del pool de conexiones y el driver JDBC sean compatibles con Java 21."
HortonworksSchemaRegistry,ClouderaSchemaRegistry,replaced,"El Controller Service `HortonworksSchemaRegistry` es reemplazado por `ClouderaSchemaRegistry` en NiFi 2.0, lo que constituye un cambio importante.","Migrar a `ClouderaSchemaRegistry`. Es crucial revisar y actualizar las coordenadas del bundle en `flow.json.gz` si es necesario. Se deben aplicar las consideraciones generales de migración de NiFi 2.0 (Java 21, Parameter Contexts)."
HttpRecordSink,HttpRecordSink,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para formatear y enviar registros vía HTTP se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las propiedades de configuración (método HTTP, URL, cabeceras, etc.) y el Record Writer especificado sean compatibles con Java 21."
IPLookupService,IPLookupService,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para proporcionar información de enriquecimiento para direcciones IP utilizando un archivo de base de datos MaxMind se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que la ruta del archivo de base de datos MaxMind sea correcta y que el servicio sea compatible con Java 21."
JettyWebSocketClient,JettyWebSocketClient,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para la gestión de sesiones WebSocket del lado del cliente se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las propiedades de configuración del cliente WebSocket y la conexión al servidor remoto sean compatibles con Java 21."
JettyWebSocketServer,JettyWebSocketServer,changed,"No se esperan cambios directos en las propiedades. La funcionalidad principal para proporcionar capacidades de servidor WebSocket se mantiene. Sin embargo, NiFi 2.0 actualiza su framework Jetty interno a la versión 12.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Si existen aplicaciones externas o código personalizado que interactúen directamente con el servidor WebSocket a bajo nivel, se deberá verificar su compatibilidad con Jetty 12."
JMSConnectionFactoryProvider,JMSConnectionFactoryProvider,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para crear implementaciones de `javax.jms.ConnectionFactory` específicas del proveedor se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las librerías cliente JMS específicas del proveedor sean compatibles con Java 21 y las APIs de NiFi 2.0. Se deben revisar las propiedades de configuración del servicio (clase de implementación, ruta de librerías, URI del broker, SSL Context Service)."
JndiJmsConnectionFactoryProvider,JndiJmsConnectionFactoryProvider,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para proporcionar un `ConnectionFactory` JMS a través de JNDI se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las librerías cliente JMS y la configuración JNDI sean compatibles con Java 21. Si se utilizaba el Variable Registry para la configuración JNDI, se deberá migrar a Parameter Contexts."
JsonConfigBasedBoxClientService,JsonConfigBasedBoxClientService,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para proporcionar un cliente de Box basado en configuración JSON se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial revisar la configuración JSON de la aplicación Box para asegurar su compatibilidad con NiFi 2.0. Si se utilizan componentes personalizados, deberán ser reconstruidos contra la API de NiFi 2.0."
JsonPathReader,JsonPathReader,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para parsear FlowFiles JSON y extraer campos utilizando expresiones JSON Path se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las expresiones JSON Path y la estrategia de acceso al esquema sean compatibles con Java 21."
JsonRecordSetWriter,JsonRecordSetWriter,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para escribir el contenido de un RecordSet como datos JSON se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las estrategias de acceso al esquema y los registros de esquema estén configurados correctamente y sean compatibles con Java 21."
JsonTreeReader,JsonTreeReader,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para parsear JSON en objetos Record individuales se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Es crucial asegurar que las estrategias de acceso al esquema y las estrategias de campo inicial sean compatibles con Java 21. Se recomienda probar a fondo los flujos existentes que utilizan `JsonTreeReader` después de la actualización, especialmente si dependen de esquemas inferidos o estructuras JSON complejas."
KafkaRecordSink_1_0,KafkaRecordSink_2_6,deprecated,"El Controller Service `KafkaRecordSink_1_0` está obsoleto. Se recomienda utilizar `KafkaRecordSink_2_6` o `KafkaRecordSink_2_0` como alternativas.","Reemplazar `KafkaRecordSink_1_0` por `KafkaRecordSink_2_6` (o `KafkaRecordSink_2_0` si es necesario). La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts) y asegurar la compatibilidad con la versión de Kafka."
KafkaRecordSink_2_0,KafkaRecordSink_2_6,deprecated,"El Controller Service `KafkaRecordSink_2_0` está obsoleto. Se recomienda utilizar `KafkaRecordSink_2_6` o procesadores Kafka actualizados como alternativas.","Reemplazar `KafkaRecordSink_2_0` por `KafkaRecordSink_2_6`. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts) y asegurar la compatibilidad con la versión de Kafka."
KafkaRecordSink_2_6,New controller service-based Kafka components,removed,"El Controller Service `KafkaRecordSink_2_6` ha sido eliminado en NiFi 2.0 y reemplazado por una nueva arquitectura basada en Controller Services para la interacción con Kafka.","Adaptar los flujos para utilizar los nuevos componentes Kafka basados en Controller Services introducidos en NiFi 2.0. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts) y asegurar la compatibilidad con la versión de Kafka (incluyendo Kafka 3)."
KerberosKeytabUserService,KerberosKeytabUserService,changed,"En NiFi 2.0, la autenticación Kerberos se centraliza en un único Controller Service `Kerberos User Service`. `KerberosKeytabUserService` reemplaza las propiedades de Kerberos Principal y Kerberos Keytab a nivel de componente.","Crear un Controller Service `KerberosKeytabUserService` y configurarlo con las propiedades existentes de Kerberos Principal y Kerberos Keytab. Luego, actualizar los componentes afectados para que referencien este nuevo servicio y eliminar las propiedades antiguas a nivel de componente. Se deben aplicar las consideraciones generales de migración de NiFi 2.0 (Java 21, Parameter Contexts)."
KerberosPasswordUserService,KerberosPasswordUserService,changed,"En NiFi 2.0, la autenticación Kerberos se centraliza en un único Controller Service `Kerberos User Service`. `KerberosPasswordUserService` reemplaza las propiedades de Kerberos Principal y Kerberos Password a nivel de componente.","Crear un Controller Service `KerberosPasswordUserService` y configurarlo con las propiedades existentes de Kerberos Principal y Kerberos Password. Luego, actualizar los componentes afectados para que referencien este nuevo servicio y eliminar las propiedades antiguas a nivel de componente. Se deben aplicar las consideraciones generales de migración de NiFi 2.0 (Java 21, Parameter Contexts)."
KerberosTicketCacheUserService,KerberosUserService,replaced,"El Controller Service `KerberosTicketCacheUserService` ha sido consolidado en un único Controller Service `KerberosUserService` en NiFi 2.0.","Crear un nuevo Controller Service `KerberosUserService` y configurarlo con las propiedades del `KerberosTicketCacheUserService` existente. Transicionar de las propiedades a nivel de componente a este servicio actualizado y eliminar configuraciones obsoletas. Se deben aplicar las consideraciones generales de migración de NiFi 2.0 (Java 21, Parameter Contexts)."
